comparisonID	jaccard	cosine	sigjaccard	chrDir
22659600_1	0.0094537279393853	0.0235286400592356	0.00918746689611852	-0.00080677107236601
24361742_1	0.00889640539531923	0.0299979247856067	0.00306818271203549	0
GSE72258_1	0	0.000773082507812998	0	0
GSE72258_2	6.01068293609227e-05	0.020327668794395	NA	0
GSE69531_1	-0.0092343273411461	0.0207355686061036	NA	NA
GSE69531_2	0.00297175812533604	0.0329430590082096	NA	NA
GSE69531_3	0.00383927758846187	0.0231110182723786	NA	NA
GSE69531_4	-0.0092343273411461	0.0207355686061036	NA	NA
GSE58203_1	0.00425910896356792	-0.00238245050894978	0.00425324338983776	0.00521318246313034
GSE58203_2	0.0171702039542628	0.0173267987396544	0.0211757303979727	0.0072508816600812
GSE58203_3	0.0201331100432575	0.0378103067765463	0.0231777074222728	0.00173071253344607
GSE58203_4	0.0233668083033865	0.0577545766359546	0.0241113354097325	-0.000345994141562757
GSE58203_5	0.00617452831123825	0.0294457492458526	0.00641430738119312	0.0262219593297725
GSE58203_6	0.0220385548864354	0.0402306203197869	0.0238628526087302	0.00375311973250118
GSE58203_7	0.0280570683375681	0.06442135857792	0.0273101950085746	-0.0065195525298765
GSE58203_8	0.025025940498904	0.0602859419339473	0.0225471612717096	-0.006904425542687
GSE59642_1	-0.000502675438053213	-0.0111610959157837	NA	NA
GSE59642_2	0.0132404960231459	0.024393614194435	NA	NA
GSE59642_3	0.0153763372914839	0.041739748358713	NA	NA
GSE64922_1	0.0135231925803219	0.0276154956117031	0.0173385961340904	0.0453687698069721
GSE60162_1	0.0039813977109309	0.0128937350219419	NA	NA
GSE31685_1	-0.0191353408918173	-0.0626046816018846	-0.0157769157004498	0
E-MEXP-3890_1	0.019671814870145	0.0174608124453841	0.0201287164362745	0.0052469212358793
GSE31980_1	-0.0157631225815855	-0.0350770189209703	-0.0117439438796003	0
GSE15615_1	0.00785411354908816	0.027873401390485	0.0123449023531557	0
GSE15083_1	-0.000906742367274307	-0.01634787974043	NA	0.0078915996697122
GSE108035_1	-0.0178328251237693	-0.027049420509778	-0.0180603416800428	-0.00227783421060732
GSE108035_2	-0.023609014008071	-0.0448548370022803	-0.0222724496975463	-0.00715407384870871
GSE108035_3	-0.0228397310806615	-0.0401441665348649	-0.0210531596200242	-0.0118614192514437
GSE21959_1	-0.00398148703869784	-0.023306475544893	-0.00965642162462879	-0.00566549315967108
GSE21959_2	-0.00467486098349282	-0.0200202067746775	-0.00749019040085462	-0.000303192969899399
GSE24742_1	-0.00108974718871404	-0.0338721555646938	NA	0.0255941812731375
GSE24742_2	0.00284321820561563	-0.000333303881548306	NA	0.00177347074443175
GSE24742_3	-0.0033288530358997	-0.00584720365191388	NA	0.00688067379731004
GSE74668_1	-0.000261287290769919	-0.00659362459383827	NA	NA
E-GEOD-10024_1	-0.00759126422918053	-0.0216149058372148	NA	NA
E-GEOD-10024_2	-0.00674596755284317	-0.0299515116930396	NA	NA
E-GEOD-12860_1	-0.00357073711410265	-0.0177397170985361	NA	NA
E-GEOD-12860_2	-0.00599606151423641	-0.0145229130553328	NA	NA
E-GEOD-12860_3	0.0024751129940294	-0.00702843303559139	NA	NA
E-GEOD-12860_4	-0.00141781969351461	-0.0120545071269427	NA	NA
E-GEOD-12860_5	-0.0109138783450839	-0.0259139357392692	NA	NA
E-GEOD-12860_6	-0.00544885581157222	-0.0163969942490805	NA	NA
E-GEOD-12860_7	-0.00202221600354208	-0.0079072333498151	NA	NA
E-GEOD-12860_8	0.0024508963408264	-0.0167516225430624	NA	NA
E-GEOD-14359_1	-0.00129150893057671	0.0117096810409854	0.00547562870730198	-0.00111131569718315
E-GEOD-14359_2	-0.0203970109305053	-0.0605190911213728	-0.0332546353326078	0.0111985306211963
E-GEOD-1919_1	0.00937737940576347	0.0244324237786107	NA	NA
E-GEOD-1919_2	0.00157768965141121	-0.00171475237089079	NA	NA
E-GEOD-1919_3	-0.0107376858296898	-0.0183586631506181	NA	NA
E-GEOD-1919_4	0.0227812824503763	0.079258027868397	NA	NA
E-GEOD-1919_5	0.0163591477858651	0.0428286228814894	NA	NA
E-GEOD-1919_6	0.0204035505664714	0.077619086867162	NA	NA
E-GEOD-1919_7	0.00279268660113441	0.0330881625856964	NA	NA
E-GEOD-1919_8	-0.000800914286984922	0.00725445896345335	NA	NA
E-GEOD-1919_9	0.00629813684083124	0.0355274264552403	NA	NA
E-GEOD-19664_1	-0.00425004537181749	-0.0159148580655311	NA	NA
E-GEOD-19664_2	0.0175984512664875	0.0309248211013852	NA	NA
E-GEOD-19664_3	0.00639623423169532	-0.0254862267960271	NA	NA
E-GEOD-19664_4	0.00385562468659861	-0.00634476518819614	NA	NA
E-GEOD-19664_5	0.0170661077963109	0.018012799646987	NA	NA
E-GEOD-19664_6	0.00682628072340702	-0.007805153549232	NA	NA
E-GEOD-43923_1	0.0091582756284241	0.0199459335250137	0.00410921330018827	0.0166612868259081
E-GEOD-51812_1	-0.00180358940096057	-0.00351144429379551	0.00550464358953028	-0.00838818507343007
E-GEOD-51812_2	-0.00233471969543507	-0.0046261621165815	0.00517940945851161	-0.00548091878467398
E-GEOD-68760_1	0.0122188876947696	0.0147072172551624	0.00804099705762177	0.0243748860053425
E-GEOD-82107_1	0.0139832626640365	0.0335742836217997	-0.000742942050520059	0.0222600532148343
E-GEOD-9451_1	0.0218521021449116	0.0530843869606625	0.0280626047006956	0.0130147907220259
E-GEOD-9451_2	-0.0098295597179371	-0.00978205511127988	-0.00562129513768958	-0.0153918286682262
