comparisonID	jaccard	cosine	sigjaccard	chrDir
24361742_1	0.0197796814083755	0.0400797574323568	0.01985793646852	0.00151129815192563
GSE72258_1	0.00153846153846154	0.039698372558534	0	0.0106081691718621
GSE72258_2	0.00151515151515152	0.0414157572925119	0.0113636363636364	-0.000885077988864803
GSE69531_1	0.0302560835158706	0.113011285361659	NA	NA
GSE69531_2	0.038902381934876	0.133096173651169	NA	NA
GSE69531_3	0.0188120283776719	0.0222596809232047	NA	NA
GSE69531_4	0.0302560835158706	0.113011285361659	NA	NA
GSE58203_1	-0.0536863966770509	-0.168748145830785	-0.0513852593347212	-0.0614002709176437
GSE58203_2	-0.034431628705281	-0.138280650751969	-0.0403745664034483	-0.0529855326332286
GSE58203_3	-0.0293299068318404	-0.120733995505389	-0.0350979019749784	-0.0305176838639811
GSE58203_4	-0.0391505687607095	-0.129167147234245	-0.0493932969267861	-0.0575134006003676
GSE58203_5	-0.0453201649625089	-0.145802366812063	-0.042965698784016	-0.0552406863529631
GSE58203_6	-0.020383732399681	-0.109110237576386	-0.0253615483301414	-0.0177102612041466
GSE58203_7	-0.0044636067423962	-0.0639242145962757	-0.00539321920935622	-0.0194951287906979
GSE58203_8	-0.00309328664933213	-0.00841057759322181	-0.00321916344886253	-0.0052716309006038
GSE59642_1	0.0105162153510817	0.0359493067559851	NA	NA
GSE59642_2	0.0183232596873629	0.0661004637632242	NA	NA
GSE59642_3	0.0109742283496208	0.0312381737256743	NA	NA
GSE64922_1	-0.046215638078389	-0.166110094195524	-0.0535206378327709	-0.0277373115347083
GSE60162_1	-0.00628591214205015	-0.0454680359638226	NA	NA
GSE31685_1	-0.023117599475418	-0.0478584253285161	-0.0294448201151485	-0.019574134085141
E-MEXP-3890_1	-0.00651802349193811	-0.04175663452307	-0.00873971369525628	0.00515372847610506
GSE31980_1	-0.0365695634088647	-0.167730750257598	-0.0464129318294193	-0.0411077814216168
GSE15615_1	-0.0388540972269032	-0.152691248559227	-0.0515282472404868	0
GSE15083_1	0.00358849197620756	0.0120868738046693	NA	0.00512342613106384
GSE108035_1	-0.0153105017879835	-0.0482401404483015	-0.0184628729082981	-0.0118250190181501
GSE108035_2	-0.012008934798291	-0.0640635988486056	-0.0145739640359087	-0.0212930549293031
GSE108035_3	-0.0160368835205225	-0.0914002677952642	-0.0203147640486602	-0.0272987221128414
GSE21959_1	0.00475689041615631	-0.0127611367935821	0.000335111565338085	0.00062977406379728
GSE21959_2	-0.00414654447735392	-0.0118441298598711	-0.00976758175324335	0.00835255018919182
GSE24742_1	0.0115277958300207	0.0240965612365506	NA	0.0136874914726391
GSE24742_2	0.00527872575851688	0.0416756256864045	NA	0.0139594528475673
GSE24742_3	0.0167274763124125	0.0264214315288598	NA	0.0325119852075584
GSE74668_1	-0.0545832613546072	-0.153977285376799	NA	NA
E-GEOD-10024_1	-0.0752253540472103	-0.223758206284784	NA	NA
E-GEOD-10024_2	-0.076523566070086	-0.228075415170466	NA	NA
E-GEOD-12860_1	-0.0284818027108505	-0.0696255300193155	NA	NA
E-GEOD-12860_2	0.00108404555914289	0.0364159782691083	NA	NA
E-GEOD-12860_3	0.0235837944722192	0.0965434936130431	NA	NA
E-GEOD-12860_4	0.0122847013094769	0.0526030920725053	NA	NA
E-GEOD-12860_5	0.000575718675946697	0.0115287863233311	NA	NA
E-GEOD-12860_6	-0.00176271072486953	0.0470774948881124	NA	NA
E-GEOD-12860_7	0.00699431330195638	0.0479692490940784	NA	NA
E-GEOD-12860_8	0.00254791124253792	0.0269431925078165	NA	NA
E-GEOD-14359_1	0.0116876103322379	0.0242433563778886	0.0147646832113948	0.0136954936846844
E-GEOD-14359_2	-0.0238114818445258	-0.0424022200799751	-0.0315908763766382	0.0127109482625002
E-GEOD-1919_1	-0.03214999642391	-0.0891872339017968	NA	NA
E-GEOD-1919_2	-0.0250412418014136	-0.0719116057768336	NA	NA
E-GEOD-1919_3	0.00337041141211048	-0.0341475952862849	NA	NA
E-GEOD-1919_4	0.020841145583508	0.0495302868642621	NA	NA
E-GEOD-1919_5	0.00135661192982584	0.0111552110820599	NA	NA
E-GEOD-1919_6	0.0534579471465168	0.131627728847242	NA	NA
E-GEOD-1919_7	0.0611532438483824	0.176510153278545	NA	NA
E-GEOD-1919_8	0.0521648747795876	0.145315792426695	NA	NA
E-GEOD-1919_9	0.00687652238691145	-0.00113358628291328	NA	NA
E-GEOD-19664_1	-0.0611362454235362	-0.232797012617133	NA	NA
E-GEOD-19664_2	0.0383164636714472	0.138767250677077	NA	NA
E-GEOD-19664_3	0.0476772003845678	0.158464494820462	NA	NA
E-GEOD-19664_4	-0.0440420800807654	-0.172543563870172	NA	NA
E-GEOD-19664_5	0.0220831282709115	0.0774497487066673	NA	NA
E-GEOD-19664_6	0.0709577241311304	0.231004572993741	NA	NA
E-GEOD-43923_1	-0.0118522887287349	-0.036941572602157	-0.00442862073479265	0.00679322435977759
E-GEOD-51812_1	0.028624048612413	0.182424963186515	0.0399940171271526	0.0667772457608059
E-GEOD-51812_2	0.025263276658859	0.166388639574333	0.0356025117539396	0.0627860960762705
E-GEOD-68760_1	-0.0694224141684656	-0.23767965054647	-0.0868489749412305	-0.0698886482991752
E-GEOD-82107_1	0.00683577565154231	0.0207065135263226	0.00526788427123026	-0.016306539817762
E-GEOD-9451_1	0.0306770353479614	0.144093504773885	0.0479912310471595	0.0404487424049739
E-GEOD-9451_2	0.01824947360284	0.0492472362725566	0.0267450972857179	0.00712814652912935
