comparisonID	jaccard	cosine	sigjaccard	chrDir
22659600_1	-0.00861315811472599	-0.0152462729611826	-0.012150651873769	-0.00743667385653448
24361742_1	-0.0128358670626828	0.0101808128846237	-0.00659263990471324	0.012129286880161
GSE72258_1	0.000235183443085607	0.0999686605704227	0	0.00724373793287084
GSE72258_2	0.00044404973357016	0.00766732113871064	0.0106382978723404	0.0129310344827586
GSE69531_1	-0.00711237100788761	-0.0190823723150696	NA	NA
GSE69531_2	-0.0139012204416809	-0.0128515855263395	NA	NA
GSE69531_3	-0.0153091322013906	-0.0121829456640688	NA	NA
GSE69531_4	-0.00711237100788761	-0.0190823723150696	NA	NA
GSE58203_1	0.00928930555368352	0.0608196585070359	0.00787147884130526	0.00666470565513942
GSE58203_2	0.0161340794206999	0.0740636901119611	0.0169467365526662	0.00743461074580197
GSE58203_3	0.0201554741655585	0.0537695119460035	0.0195187400968283	0.0234368551918453
GSE58203_4	-0.00640394469857498	0.00508860983330369	-0.00786546990693087	0.0163559299804048
GSE58203_5	0.00703036923259261	0.103096738131473	0.0109167677786427	0.018227193016734
GSE58203_6	0.00687269443380004	0.056561691037045	0.0084130831957714	0.00369439252313868
GSE58203_7	0.00231896494276813	0.0116683204923227	0.00169037034923095	0.00832005669422426
GSE58203_8	-0.0406697697288546	-0.0919283490340357	-0.0419404891667885	0.00109162375757585
GSE59642_1	0.0196178197848433	0.0565788181881335	NA	NA
GSE59642_2	-0.0142151867239861	-0.0279795232980516	NA	NA
GSE59642_3	-0.0402500412069241	-0.102017898491561	NA	NA
GSE64922_1	0.0288027273359149	0.0917267474734049	0.0325133925587259	0.0387585312585313
GSE60162_1	-0.018687285503169	-0.178839917875874	NA	NA
GSE31685_1	0.0133872647260447	0.100139405549861	0.0141599604886381	0.00971967198581924
E-MEXP-3890_1	0.00193600190828251	0.018770480220675	0.000613226399591119	0.00625666420603675
GSE31980_1	-0.0160532693769254	-0.0203596123814457	-0.0170806557677354	0.00570800929928102
GSE15615_1	0.0811157110354644	0.17133783372256	0.0724663676270209	0
GSE15083_1	-0.00191129425157301	0.00909344630278994	NA	-0.00422827975389747
GSE108035_1	-0.0304148331365152	-0.0549034034787581	-0.0315164391775197	0.00553556063536973
GSE108035_2	-0.0369330343218605	-0.0585658004248526	-0.0385539132619417	-0.0113540958046576
GSE108035_3	-0.0346428582518724	-0.0692287686453233	-0.0358610566078391	-0.0188143564922336
GSE21959_1	0.0117766020076782	0.0729990126017372	0.0129763735526364	0.00011479311998252
GSE21959_2	0.00392189103501374	0.0551076345571552	0.00352646894145486	0.00132336629258381
GSE24742_1	-0.00765073841680665	-0.0319053103710274	NA	-0.00895768503299632
GSE24742_2	-0.000632988469533519	0.0189831809770979	NA	0.000879953413953028
GSE24742_3	-0.00305062006848586	-0.088116676740342	NA	-0.00083808478949144
GSE74668_1	0.0121679431148052	0.02003125898626	NA	NA
E-GEOD-10024_1	1.35561632880893e-07	-0.00507613581153937	NA	NA
E-GEOD-10024_2	0.0331028612202513	0.123471630717548	NA	NA
E-GEOD-12860_1	0.0253541114839564	0.205469185191323	NA	NA
E-GEOD-12860_2	0.0478414975946653	0.140475493487571	NA	NA
E-GEOD-12860_3	0.0435974963071176	0.144907253917136	NA	NA
E-GEOD-12860_4	0.0432570518568979	0.20192853109656	NA	NA
E-GEOD-12860_5	0.086768832503756	0.217584999954165	NA	NA
E-GEOD-12860_6	0.0521549437667496	0.115948868937946	NA	NA
E-GEOD-12860_7	0.0619154761683698	0.222272510296325	NA	NA
E-GEOD-12860_8	0.0431804143568035	0.182157197728292	NA	NA
E-GEOD-14359_1	-0.0273477995238522	-0.0515295449689534	-0.0314537740133664	-0.00805150081519805
E-GEOD-14359_2	0.0449071436049441	0.132984595099024	0.0540315871154013	0.0240128056901834
E-GEOD-1919_1	-0.00710908015376975	-0.0475295606278442	NA	NA
E-GEOD-1919_2	-0.0529420062588555	-0.138912812879622	NA	NA
E-GEOD-1919_3	-0.040267867639022	-0.148373944232311	NA	NA
E-GEOD-1919_4	0.00144298240676204	0.0316814145034465	NA	NA
E-GEOD-1919_5	-0.0366706340383453	-0.0799698277079929	NA	NA
E-GEOD-1919_6	0.0111133935075989	0.0766200167141445	NA	NA
E-GEOD-1919_7	0.000266961815986091	0.000884675714546597	NA	NA
E-GEOD-1919_8	0.000705576625011403	0.0219107939101342	NA	NA
E-GEOD-1919_9	-0.000950708234093326	-0.0378850236936761	NA	NA
E-GEOD-19664_1	0.0243012580870824	0.0543256788939453	NA	NA
E-GEOD-19664_2	0.0295612870922185	0.105698852234907	NA	NA
E-GEOD-19664_3	0.0321676538339576	0.0792815181732918	NA	NA
E-GEOD-19664_4	0.0540583895176596	0.107119199939267	NA	NA
E-GEOD-19664_5	0.0440738128051751	0.116135232035677	NA	NA
E-GEOD-19664_6	0.0452067704360452	0.0942704847426562	NA	NA
E-GEOD-43923_1	-0.00362661076216033	0.00602665837214742	0.0168635175205309	0.0213737868595084
E-GEOD-51812_1	0.00200274128468377	0.0131783791796786	0.00185422671306234	-0.00731222204624736
E-GEOD-51812_2	0.004771639608126	0.0227068018969612	0.00427492071332697	-0.0060276171800461
E-GEOD-68760_1	0.0402018530755648	0.102503657473444	0.0370636504951342	0.00579142488361723
E-GEOD-82107_1	-0.00667650573747276	-0.0730554533400431	-0.00684288340849439	-0.0140294476948066
E-GEOD-9451_1	0.0628217556619251	0.110836814295198	0.0527664557939944	0.00174517845570023
E-GEOD-9451_2	0.0415972529371357	0.106437938934333	0.0428749963582965	-0.00116164362034993
