comparisonID	jaccard	cosine	sigjaccard	chrDir
22659600_1	-0.0403976465666531	-0.0891872339017968	NA	NA
24361742_1	-0.00297364384097306	-0.0455356694438762	NA	NA
GSE72258_1	0	-0.0373876598580205	NA	NA
GSE72258_2	0	0.00609651068970553	NA	NA
GSE69531_1	-0.022572616715731	-0.0489423912221429	NA	NA
GSE69531_2	-0.0201335039175574	-0.0386405015049995	NA	NA
GSE69531_3	0.00460431543305634	-0.00838505895246791	NA	NA
GSE69531_4	-0.022572616715731	-0.0489423912221429	NA	NA
GSE58203_1	0.0206870126484274	0.098411816988281	NA	NA
GSE58203_2	0.0317665251184207	0.0961869559541474	NA	NA
GSE58203_3	0.0390716156486016	0.13128536057905	NA	NA
GSE58203_4	0.0508544950301944	0.138930767463085	NA	NA
GSE58203_5	0.0294297630264108	0.0781844649751339	NA	NA
GSE58203_6	0.0392706602090037	0.114307961570871	NA	NA
GSE58203_7	0.0215400499770722	0.104261352163537	NA	NA
GSE58203_8	0.0102419985623047	0.0561369458314267	NA	NA
GSE59642_1	-0.00765771288574471	-0.0489562141063919	NA	NA
GSE59642_2	-0.0121032109536071	-0.0467737248310559	NA	NA
GSE59642_3	0.00252870686459711	0.00698175612271095	NA	NA
GSE64922_1	0.046199965839305	0.136747625128823	NA	NA
GSE60162_1	0.0198683645800986	0.116542555485005	NA	NA
GSE31685_1	-0.00147437308440397	-0.0384022988596936	NA	NA
E-MEXP-3890_1	0.00249044305117591	0.0282783851968007	NA	NA
GSE31980_1	0.0280603859375896	0.123306485640876	NA	NA
GSE15615_1	0.033687795238135	0.129529042319633	NA	NA
GSE15083_1	-0.0304413056114701	-0.0947004799015519	NA	NA
GSE108035_1	0.00710398516201716	0.00933317263879553	NA	NA
GSE108035_2	0.00164164836573383	0.00866321853082623	NA	NA
GSE108035_3	0.00449294327879297	0.0245516083391285	NA	NA
GSE21959_1	-0.000192659912770766	-0.00195905571284148	NA	NA
GSE21959_2	0.00262017869258368	-0.00110861629424153	NA	NA
GSE24742_1	0.00111019378185529	0.0360718229490424	NA	NA
GSE24742_2	0.00486199680530963	-0.004882201051757	NA	NA
GSE24742_3	0.0291373343123596	0.0854285741537673	NA	NA
GSE74668_1	0.023280413073159	0.100763726696039	NA	NA
E-GEOD-10024_1	0.0399473865769111	0.137313258249834	NA	NA
E-GEOD-10024_2	0.0447273215463981	0.118482102314793	NA	NA
E-GEOD-12860_1	0.0391618586908734	0.00438873674065442	NA	NA
E-GEOD-12860_2	-0.0386304390189285	-0.15182174991088	NA	NA
E-GEOD-12860_3	-0.0227404546622879	-0.10639704258232	NA	NA
E-GEOD-12860_4	-0.0180957136275612	-0.123911250796562	NA	NA
E-GEOD-12860_5	-0.0135378902979635	-0.128735762456535	NA	NA
E-GEOD-12860_6	-0.0489803272153155	-0.162753317189746	NA	NA
E-GEOD-12860_7	-0.0221278486359024	-0.149467461979066	NA	NA
E-GEOD-12860_8	0.00148586373313704	-0.0725531534042873	NA	NA
E-GEOD-14359_1	0.0324250961970177	0.129546588331195	NA	NA
E-GEOD-14359_2	-0.0102056936484098	-0.00154302410525146	NA	NA
E-GEOD-1919_2	0.171910021622088	0.649880811572423	NA	NA
E-GEOD-1919_3	0.0484815976979309	0.180449772016482	NA	NA
E-GEOD-1919_4	0.227723293307708	0.581289399292603	NA	NA
E-GEOD-1919_5	0.136315126057565	0.531023742776381	NA	NA
E-GEOD-1919_6	0.0048726198631999	-0.0838981465361482	NA	NA
E-GEOD-1919_7	0.0127729818539119	0.0587021734977528	NA	NA
E-GEOD-1919_8	0.0466094972105615	0.15492719976816	NA	NA
E-GEOD-1919_9	-0.0296043472802154	-0.191002303237935	NA	NA
E-GEOD-19664_1	0.0134013441220076	0.018610043414256	NA	NA
E-GEOD-19664_2	-0.00867806331205007	-0.0135625671861063	NA	NA
E-GEOD-19664_3	-0.0560597046043451	-0.144336916268592	NA	NA
E-GEOD-19664_4	0.00666552594692271	0.00259647317542461	NA	NA
E-GEOD-19664_5	-0.00112361109190051	-0.00783709798035993	NA	NA
E-GEOD-19664_6	-0.0606506025794499	-0.180993373664925	NA	NA
E-GEOD-43923_1	0.0334527563313878	0.11220886967334	NA	NA
E-GEOD-51812_1	-0.0117773792888342	-0.0516163088043096	NA	NA
E-GEOD-51812_2	-0.01114824708614	-0.041938651924504	NA	NA
E-GEOD-68760_1	0.058137110803289	0.161144621893323	NA	NA
E-GEOD-82107_1	0.0209389081093474	0.0266656815020174	NA	NA
E-GEOD-9451_1	-0.0241489292714126	-0.0698005778528448	NA	NA
E-GEOD-9451_2	-0.037015505450389	-0.0623271025818204	NA	NA
E-GEOD-9451_3	0.0175105364723881	0.0187969713732994	NA	NA
E-GEOD-9451_4	-0.0273356223916216	-0.0950763347183814	NA	NA
E-MEXP-2019_1	-0.0148880702812208	-0.0668220683472738	NA	NA
E-MEXP-2019_2	-0.0351952847104145	-0.080473813878982	NA	NA
E-MEXP-2019_3	-0.00868061151191812	-0.0877644734193503	NA	NA
E-MEXP-2019_4	-0.00685277554414667	-0.0280284653556844	NA	NA
E-MEXP-2276_1	0.0134547011639336	0.0316488683489834	NA	NA
E-MEXP-2488_1	-0.00571139463441738	0.00237246365702973	NA	NA
E-MEXP-3129_1	0.00641792251297956	0.00848467127605796	NA	NA
E-MEXP-3474_1	-0.00478871038625824	0.0169452194214083	NA	NA
E-MTAB-3010_1	0.00323809568242612	0.00114774215281187	NA	NA
E-MTAB-3010_2	0.000624561459132682	0.00673915894770311	NA	NA
